morphotype,amount,plot,tree,date,adult/larvae
cole009,172,w1g3p1,piptar,8/3/2016,
cole012,1,w1g3p1,piptar,8/3/2016,
cole013,3,w1g3p1,piptar,8/3/2016,
cole017,9,w1g3p1,piptar,8/3/2016,
cole018,2,w1g3p1,piptar,8/3/2016,
cole020,1,w1g3p1,piptar,8/3/2016,
cole021,1,w1g3p1,piptar,8/3/2016,
cole022,3,w1g3p1,piptar,8/3/2016,
cole023,4,w1g3p1,piptar,8/3/2016,
cole025,1,w1g3p1,piptar,8/3/2016,
cole026,1,w1g3p1,piptar,8/3/2016,
cole027,1,w1g3p1,piptar,8/3/2016,
cole150,1,w1g3p1,piptar,8/3/2016,
cole001,1,w1g3p2,ficucp,8/5/2016,
cole002,2,w1g3p2,ficucp,8/5/2016,
cole003,11,w1g3p2,ficucp,8/5/2016,
cole009,2,w1g3p2,ficucp,8/5/2016,
cole017,13,w1g3p2,ficucp,8/5/2016,
cole026,1,w1g3p2,ficucp,8/5/2016,
cole111,1,w1g3p2,ficucp,8/5/2016,
cole001,1,w1g3p2,honiano,8/5/2016,
cole001,2,w1g3p2,melamu,8/5/2016,
cole002,1,w1g3p2,melamu,8/5/2016,
cole012,2,w1g3p2,melamu,8/5/2016,
cole001,1,w1g3p2,pipead,8/5/2016,
cole001,19,w1g3p2,piptar,8/5/2016,
cole002,14,w1g3p2,piptar,8/5/2016,
cole003,26,w1g3p2,piptar,8/5/2016,
cole009,94,w1g3p2,piptar,8/5/2016,
cole014,1,w1g3p2,piptar,8/5/2016,
cole017,19,w1g3p2,piptar,8/5/2016,
cole018,4,w1g3p2,piptar,8/5/2016,
cole027,2,w1g3p2,piptar,8/5/2016,
cole035,1,w1g3p2,piptar,8/5/2016,
cole043,1,w1g3p2,piptar,8/5/2016,
cole044,2,w1g3p2,piptar,8/5/2016,
cole003,21,w1g3p3,costsp,8/4/2016,
cole007,1,w1g3p3,costsp,8/4/2016,
cole009,1,w1g3p3,costsp,8/4/2016,
cole017,1,w1g3p3,costsp,8/4/2016,
cole023,1,w1g3p3,costsp,8/4/2016,
cole035,1,w1g3p3,costsp,8/4/2016,
cole080,2,w1g3p3,costsp,8/4/2016,
cole001,1,w1g3p3,melamu,8/4/2016,
cole002,1,w1g3p3,melamu,8/4/2016,
cole003,6,w1g3p3,melamu,8/4/2016,
cole017,4,w1g3p3,melamu,8/4/2016,
cole022,1,w1g3p3,melamu,8/4/2016,
cole045,1,w1g3p3,melamu,8/4/2016,
cole150,1,w1g3p3,melamu,8/4/2016,
cole001,29,w1g3p3,piptar,8/4/2016,
cole002,37,w1g3p3,piptar,8/4/2016,
cole003,10,w1g3p3,piptar,8/4/2016,
cole008,1,w1g3p3,piptar,8/4/2016,
cole009,96,w1g3p3,piptar,8/4/2016,
cole013,2,w1g3p3,piptar,8/4/2016,
cole015,2,w1g3p3,piptar,8/4/2016,
cole016,2,w1g3p3,piptar,8/4/2016,
cole017,63,w1g3p3,piptar,8/4/2016,
cole021,2,w1g3p3,piptar,8/4/2016,
cole026,2,w1g3p3,piptar,8/4/2016,
cole027,1,w1g3p3,piptar,8/4/2016,
cole030,1,w1g3p3,piptar,8/4/2016,
cole035,12,w1g3p3,piptar,8/4/2016,
cole041,6,w1g3p3,piptar,8/4/2016,
cole060,2,w1g3p3,piptar,8/4/2016,
cole061,5,w1g3p3,piptar,8/4/2016,
cole070,1,w1g3p3,piptar,8/4/2016,
cole073,1,w1g3p3,piptar,8/4/2016,
cole082,1,w1g3p3,piptar,8/4/2016,
cole086,1,w1g3p3,piptar,8/4/2016,
cole002,2,w1g3p4,ficucg,7/30/2016,
cole003,4,w1g3p4,ficucg,7/30/2016,
cole026,1,w1g3p4,ficucg,7/30/2016,
cole009,1,w1g3p4,ficuco,7/30/2016,
cole017,1,w1g3p4,ficuco,7/30/2016,
cole026,1,w1g3p4,ficuco,7/30/2016,
cole030,6,w1g3p4,ficuco,7/30/2016,
cole001,1,w1g3p4,melamu,7/30/2016,
cole017,4,w1g3p4,melamu,7/30/2016,
cole045,1,w1g3p4,melamu,7/30/2016,
cole001,11,w1g3p4,piptar,7/30/2016,
cole002,4,w1g3p4,piptar,7/30/2016,
cole003,3,w1g3p4,piptar,7/30/2016,
cole008,1,w1g3p4,piptar,7/30/2016,
cole009,65,w1g3p4,piptar,7/30/2016,
cole017,10,w1g3p4,piptar,7/30/2016,
cole021,1,w1g3p4,piptar,7/30/2016,
cole033,1,w1g3p4,piptar,7/30/2016,
cole035,1,w1g3p4,piptar,7/30/2016,
cole041,2,w1g3p4,piptar,7/30/2016,
cole046,1,w1g3p4,piptar,7/30/2016,
cole047,1,w1g3p4,piptar,7/30/2016,
cole048,1,w1g3p4,piptar,7/30/2016,
cole001,26,w1g3p5,piptar,8/2/2016,
cole002,8,w1g3p5,piptar,8/2/2016,
cole003,13,w1g3p5,piptar,8/2/2016,
cole009,97,w1g3p5,piptar,8/2/2016,
cole010,1,w1g3p5,piptar,8/2/2016,
cole012,1,w1g3p5,piptar,8/2/2016,
cole013,1,w1g3p5,piptar,8/2/2016,
cole017,28,w1g3p5,piptar,8/2/2016,
cole018,1,w1g3p5,piptar,8/2/2016,
cole021,2,w1g3p5,piptar,8/2/2016,
cole022,1,w1g3p5,piptar,8/2/2016,
cole026,1,w1g3p5,piptar,8/2/2016,
cole027,2,w1g3p5,piptar,8/2/2016,
cole033,3,w1g3p5,piptar,8/2/2016,
cole035,15,w1g3p5,piptar,8/2/2016,
cole048,1,w1g3p5,piptar,8/2/2016,
cole096,1,w1g3p5,piptar,8/2/2016,
cole139,1,w1g3p5,piptar,8/2/2016,
cole001,1,w1g3p5,sorgpr,8/2/2016,
cole017,1,w1g3p5,sorgpr,8/2/2016,
cole001,1,w1g3p6,ficucp,8/1/2016,
cole003,2,w1g3p6,ficucp,8/1/2016,
cole013,1,w1g3p6,ficucp,8/1/2016,
cole017,1,w1g3p6,ficucp,8/1/2016,
cole093,1,w1g3p6,ficucp,8/1/2016,
cole002,1,w1g3p6,macabi,8/1/2016,
cole003,14,w1g3p6,macabi,8/1/2016,
cole009,1,w1g3p6,macabi,8/1/2016,
cole010,1,w1g3p6,macabi,8/1/2016,
cole011,1,w1g3p6,macabi,8/1/2016,
cole013,1,w1g3p6,macabi,8/1/2016,
cole017,27,w1g3p6,macabi,8/1/2016,
cole030,3,w1g3p6,macabi,8/1/2016,
cole001,2,w1g3p6,melamu,8/1/2016,
cole003,1,w1g3p6,melamu,8/1/2016,
cole010,1,w1g3p6,melamu,8/1/2016,
cole013,1,w1g3p6,melamu,8/1/2016,
cole017,4,w1g3p6,melamu,8/1/2016,
cole026,2,w1g3p6,melamu,8/1/2016,
cole035,1,w1g3p6,melamu,8/1/2016,
cole052,2,w1g3p6,melamu,8/1/2016,
cole091,3,w1g3p6,melamu,8/1/2016,
cole001,11,w1g3p6,piptar,8/1/2016,
cole002,15,w1g3p6,piptar,8/1/2016,
cole003,6,w1g3p6,piptar,8/1/2016,
cole008,1,w1g3p6,piptar,8/1/2016,
cole009,298,w1g3p6,piptar,8/1/2016,
cole013,4,w1g3p6,piptar,8/1/2016,
cole017,7,w1g3p6,piptar,8/1/2016,
cole022,1,w1g3p6,piptar,8/1/2016,
cole026,2,w1g3p6,piptar,8/1/2016,
cole030,1,w1g3p6,piptar,8/1/2016,
cole034,1,w1g3p6,piptar,8/1/2016,
cole035,1,w1g3p6,piptar,8/1/2016,
cole044,1,w1g3p6,piptar,8/1/2016,
cole054,1,w1g3p6,piptar,8/1/2016,
cole059,9,w1g3p6,piptar,8/1/2016,
cole070,1,w1g3p6,piptar,8/1/2016,
cole076,1,w1g3p6,piptar,8/1/2016,
cole080,1,w1g3p6,piptar,8/1/2016,
cole091,8,w1g3p6,piptar,8/1/2016,
cole094,1,w1g3p6,piptar,8/1/2016,
cole137,2,w1g3p6,piptar,8/1/2016,
cole009,2,w1g4p1,macata,7/27/2016,
cole034,1,w1g4p1,macata,7/27/2016,
cole056,1,w1g4p1,macata,7/27/2016,
cole068,2,w1g4p1,macata,7/27/2016,
cole001,1,w1g4p1,manies,7/27/2016,
cole002,4,w1g4p1,manies,7/27/2016,
cole022,1,w1g4p1,manies,7/27/2016,
cole075,1,w1g4p1,manies,7/27/2016,
cole002,2,w1g4p1,melamu,7/27/2016,
cole007,1,w1g4p1,melamu,7/27/2016,
cole087,1,w1g4p1,melamu,7/27/2016,
cole001,111,w1g4p1,melos1,7/27/2016,
cole002,96,w1g4p1,melos1,7/27/2016,
cole005,85,w1g4p1,melos1,7/27/2016,
cole007,2,w1g4p1,melos1,7/27/2016,
cole009,1,w1g4p1,melos1,7/27/2016,
cole010,2,w1g4p1,melos1,7/27/2016,
cole013,1,w1g4p1,melos1,7/27/2016,
cole015,1,w1g4p1,melos1,7/27/2016,
cole017,4,w1g4p1,melos1,7/27/2016,
cole018,2,w1g4p1,melos1,7/27/2016,
cole022,1,w1g4p1,melos1,7/27/2016,
cole034,13,w1g4p1,melos1,7/27/2016,
cole043,2,w1g4p1,melos1,7/27/2016,
cole044,1,w1g4p1,melos1,7/27/2016,
cole060,6,w1g4p1,melos1,7/27/2016,
cole062,1,w1g4p1,melos1,7/27/2016,
cole070,1,w1g4p1,melos1,7/27/2016,
cole071,5,w1g4p1,melos1,7/27/2016,
cole076,1,w1g4p1,melos1,7/27/2016,
cole087,2,w1g4p1,melos1,7/27/2016,
cole088,1,w1g4p1,melos1,7/27/2016,
cole090,1,w1g4p1,melos1,7/27/2016,
cole137,1,w1g4p1,melos1,7/27/2016,
cole002,3,w1g4p1,tricpl,7/27/2016,
cole003,1,w1g4p1,tricpl,7/27/2016,
cole002,1,w1g4p2,honiano,7/26/2016,
cole056,1,w1g4p2,honiano,7/26/2016,
cole001,2,w1g4p2,melamu,7/26/2016,
cole002,4,w1g4p2,melamu,7/26/2016,
cole015,1,w1g4p2,melamu,7/26/2016,
cole017,30,w1g4p2,melamu,7/26/2016,
cole026,1,w1g4p2,melamu,7/26/2016,
cole055,1,w1g4p2,melamu,7/26/2016,
cole001,1,w1g4p2,melos1,7/26/2016,
cole002,8,w1g4p2,melos1,7/26/2016,
cole005,2,w1g4p2,melos1,7/26/2016,
cole002,13,w1g4p2,piptar,7/26/2016,
cole003,2,w1g4p2,piptar,7/26/2016,
cole009,21,w1g4p2,piptar,7/26/2016,
cole013,3,w1g4p2,piptar,7/26/2016,
cole017,6,w1g4p2,piptar,7/26/2016,
cole022,3,w1g4p2,piptar,7/26/2016,
cole151,1,w1g4p2,piptar,7/26/2016,
cole001,7,w1g4p2,tricpl,7/26/2016,
cole002,35,w1g4p2,tricpl,7/26/2016,
cole003,1,w1g4p2,tricpl,7/26/2016,
cole005,1,w1g4p2,tricpl,7/26/2016,
cole017,4,w1g4p2,tricpl,7/26/2016,
cole018,1,w1g4p2,tricpl,7/26/2016,
cole057,1,w1g4p2,tricpl,7/26/2016,
cole001,6,w1g4p3,melamu,7/23/2016,
cole009,2,w1g4p3,melamu,7/23/2016,
cole022,1,w1g4p3,melamu,7/23/2016,
cole001,44,w1g4p3,melos1,7/23/2016,
cole002,2,w1g4p3,melos1,7/23/2016,
cole005,3,w1g4p3,melos1,7/23/2016,
cole013,1,w1g4p3,melos1,7/23/2016,
cole001,11,w1g4p3,tricpl,7/23/2016,
cole002,13,w1g4p3,tricpl,7/23/2016,
cole015,1,w1g4p3,tricpl,7/23/2016,
cole001,76,w1g4p4,melos1,7/28/2016,
cole002,22,w1g4p4,melos1,7/28/2016,
cole003,1,w1g4p4,melos1,7/28/2016,
cole005,33,w1g4p4,melos1,7/28/2016,
cole006,1,w1g4p4,melos1,7/28/2016,
cole008,1,w1g4p4,melos1,7/28/2016,
cole010,2,w1g4p4,melos1,7/28/2016,
cole012,1,w1g4p4,melos1,7/28/2016,
cole013,4,w1g4p4,melos1,7/28/2016,
cole018,6,w1g4p4,melos1,7/28/2016,
cole034,2,w1g4p4,melos1,7/28/2016,
cole043,1,w1g4p4,melos1,7/28/2016,
cole056,1,w1g4p4,melos1,7/28/2016,
cole059,2,w1g4p4,melos1,7/28/2016,
cole060,8,w1g4p4,melos1,7/28/2016,
cole083,1,w1g4p4,melos1,7/28/2016,
cole101,1,w1g4p4,melos1,7/28/2016,
cole108,1,w1g4p4,melos1,7/28/2016,
cole137,1,w1g4p4,melos1,7/28/2016,
cole151,1,w1g4p4,melos1,7/28/2016,
cole001,1,w1g4p4,tricpl,7/28/2016,
cole002,2,w1g4p4,tricpl,7/28/2016,
cole005,5,w1g4p4,tricpl,7/28/2016,
cole015,1,w1g4p4,tricpl,7/28/2016,
cole106,2,w1g4p4,tricpl,7/28/2016,
cole107,1,w1g4p4,tricpl,7/28/2016,
cole001,3,w1g4p5,manies,7/29/2016,
cole017,1,w1g4p5,manies,7/29/2016,
cole018,1,w1g4p5,manies,7/29/2016,
cole044,1,w1g4p5,manies,7/29/2016,
cole116,1,w1g4p5,manies,7/29/2016,
cole001,30,w1g4p5,melos1,7/29/2016,
cole002,20,w1g4p5,melos1,7/29/2016,
cole009,1,w1g4p5,melos1,7/29/2016,
cole015,2,w1g4p5,melos1,7/29/2016,
cole018,2,w1g4p5,melos1,7/29/2016,
cole043,1,w1g4p5,melos1,7/29/2016,
cole060,1,w1g4p5,melos1,7/29/2016,
cole070,1,w1g4p5,melos1,7/29/2016,
cole071,5,w1g4p5,melos1,7/29/2016,
cole075,3,w1g4p5,melos1,7/29/2016,
cole082,1,w1g4p5,melos1,7/29/2016,
cole083,1,w1g4p5,melos1,7/29/2016,
cole149,1,w1g4p5,melos1,7/29/2016,
cole001,3,w1g4p6,cordte,7/25/2016,
cole002,1,w1g4p6,cordte,7/25/2016,
cole059,1,w1g4p6,cordte,7/25/2016,
cole069,1,w1g4p6,cordte,7/25/2016,
cole003,3,w1g4p6,karipa,7/25/2016,
cole028,1,w1g4p6,karipa,7/25/2016,
cole056,1,w1g4p6,karipa,7/25/2016,
cole059,1,w1g4p6,karipa,7/25/2016,
cole003,1,w1g4p6,macata,7/25/2016,
cole001,9,w1g4p6,melamu,7/25/2016,
cole002,6,w1g4p6,melamu,7/25/2016,
cole003,5,w1g4p6,melamu,7/25/2016,
cole009,1,w1g4p6,melamu,7/25/2016,
cole013,1,w1g4p6,melamu,7/25/2016,
cole037,2,w1g4p6,melamu,7/25/2016,
cole068,1,w1g4p6,melamu,7/25/2016,
cole001,72,w1g4p6,melos1,7/25/2016,
cole002,16,w1g4p6,melos1,7/25/2016,
cole003,7,w1g4p6,melos1,7/25/2016,
cole005,24,w1g4p6,melos1,7/25/2016,
cole007,1,w1g4p6,melos1,7/25/2016,
cole013,1,w1g4p6,melos1,7/25/2016,
cole015,1,w1g4p6,melos1,7/25/2016,
cole028,3,w1g4p6,melos1,7/25/2016,
cole034,4,w1g4p6,melos1,7/25/2016,
cole037,4,w1g4p6,melos1,7/25/2016,
cole050,1,w1g4p6,melos1,7/25/2016,
cole052,1,w1g4p6,melos1,7/25/2016,
cole060,4,w1g4p6,melos1,7/25/2016,
cole068,1,w1g4p6,melos1,7/25/2016,
cole070,1,w1g4p6,melos1,7/25/2016,
cole071,2,w1g4p6,melos1,7/25/2016,
cole072,1,w1g4p6,melos1,7/25/2016,
cole073,1,w1g4p6,melos1,7/25/2016,
cole001,8,w1g4p6,premob,7/25/2016,
cole002,13,w1g4p6,premob,7/25/2016,
cole003,4,w1g4p6,premob,7/25/2016,
cole013,1,w1g4p6,premob,7/25/2016,
cole022,1,w1g4p6,premob,7/25/2016,
cole037,2,w1g4p6,premob,7/25/2016,
cole070,1,w1g4p6,premob,7/25/2016,
cole001,3,w1g4p6,tricpl,7/25/2016,
cole002,19,w1g4p6,tricpl,7/25/2016,
cole070,1,w1g4p6,tricpl,7/25/2016,
cole071,1,w1g4p6,tricpl,7/25/2016,
cole001,1,w1g5p1,macata,7/20/2016,
cole002,1,w1g5p1,macata,7/20/2016,
cole003,25,w1g5p1,macata,7/20/2016,
cole075,1,w1g5p1,macata,7/20/2016,
cole001,24,w1g5p1,melamu,7/20/2016,
cole002,11,w1g5p1,melamu,7/20/2016,
cole003,21,w1g5p1,melamu,7/20/2016,
cole007,1,w1g5p1,melamu,7/20/2016,
cole008,3,w1g5p1,melamu,7/20/2016,
cole013,2,w1g5p1,melamu,7/20/2016,
cole015,1,w1g5p1,melamu,7/20/2016,
cole017,3,w1g5p1,melamu,7/20/2016,
cole018,1,w1g5p1,melamu,7/20/2016,
cole022,1,w1g5p1,melamu,7/20/2016,
cole026,2,w1g5p1,melamu,7/20/2016,
cole034,1,w1g5p1,melamu,7/20/2016,
cole038,1,w1g5p1,melamu,7/20/2016,
cole059,3,w1g5p1,melamu,7/20/2016,
cole062,1,w1g5p1,melamu,7/20/2016,
cole076,1,w1g5p1,melamu,7/20/2016,
cole077,1,w1g5p1,melamu,7/20/2016,
cole078,1,w1g5p1,melamu,7/20/2016,
cole137,1,w1g5p1,melamu,7/20/2016,
cole002,1,w1g5p1,prems1,7/20/2016,
cole003,7,w1g5p1,prems1,7/20/2016,
cole008,4,w1g5p1,prems1,7/20/2016,
cole022,2,w1g5p1,prems1,7/20/2016,
cole062,1,w1g5p1,prems1,7/20/2016,
cole137,1,w1g5p1,prems1,7/20/2016,
cole001,22,w1g5p1,tremor,7/20/2016,
cole002,20,w1g5p1,tremor,7/20/2016,
cole003,2,w1g5p1,tremor,7/20/2016,
cole018,2,w1g5p1,tremor,7/20/2016,
cole060,2,w1g5p1,tremor,7/20/2016,
cole001,9,w1g5p1,tricpl,7/20/2016,
cole002,10,w1g5p1,tricpl,7/20/2016,
cole003,6,w1g5p1,tricpl,7/20/2016,
cole013,1,w1g5p1,tricpl,7/20/2016,
cole001,28,w1g5p2,melamu,7/16/2016,
cole002,11,w1g5p2,melamu,7/16/2016,
cole008,1,w1g5p2,melamu,7/16/2016,
cole011,1,w1g5p2,melamu,7/16/2016,
cole015,6,w1g5p2,melamu,7/16/2016,
cole027,1,w1g5p2,melamu,7/16/2016,
cole042,1,w1g5p2,melamu,7/16/2016,
cole059,1,w1g5p2,melamu,7/16/2016,
cole062,1,w1g5p2,melamu,7/16/2016,
cole116,1,w1g5p2,melamu,7/16/2016,
cole001,7,w1g5p2,piptar,7/16/2016,
cole002,8,w1g5p2,piptar,7/16/2016,
cole003,1,w1g5p2,piptar,7/16/2016,
cole009,5,w1g5p2,piptar,7/16/2016,
cole015,2,w1g5p2,piptar,7/16/2016,
cole017,3,w1g5p2,piptar,7/16/2016,
cole001,2,w1g5p2,solatu,7/16/2016,
cole009,2,w1g5p2,solatu,7/16/2016,
cole014,1,w1g5p2,solatu,7/16/2016,
cole001,28,w1g5p2,trems1,7/16/2016,
cole002,25,w1g5p2,trems1,7/16/2016,
cole003,4,w1g5p2,trems1,7/16/2016,
cole013,1,w1g5p2,trems1,7/16/2016,
cole015,1,w1g5p2,trems1,7/16/2016,
cole017,17,w1g5p2,trems1,7/16/2016,
cole097,1,w1g5p2,trems1,7/16/2016,
cole001,3,w1g5p3,piptar,7/18/2016,
cole002,5,w1g5p3,piptar,7/18/2016,
cole009,11,w1g5p3,piptar,7/18/2016,
cole015,1,w1g5p3,piptar,7/18/2016,
cole001,11,w1g5p3,premna,7/18/2016,
cole002,4,w1g5p3,premna,7/18/2016,
cole052,1,w1g5p3,premna,7/18/2016,
cole062,1,w1g5p3,premna,7/18/2016,
cole001,11,w1g5p4,cordte,7/19/2016,
cole002,1,w1g5p4,cordte,7/19/2016,
cole003,4,w1g5p4,cordte,7/19/2016,
cole009,2,w1g5p4,cordte,7/19/2016,
cole013,1,w1g5p4,cordte,7/19/2016,
cole017,4,w1g5p4,cordte,7/19/2016,
cole116,1,w1g5p4,cordte,7/19/2016,
cole150,1,w1g5p4,cordte,7/19/2016,
cole001,83,w1g5p4,melamu,7/19/2016,
cole002,13,w1g5p4,melamu,7/19/2016,
cole013,1,w1g5p4,melamu,7/19/2016,
cole013,5,w1g5p4,melamu,7/19/2016,
cole022,1,w1g5p4,melamu,7/19/2016,
cole045,1,w1g5p4,melamu,7/19/2016,
cole045,2,w1g5p4,melamu,7/19/2016,
cole059,1,w1g5p4,melamu,7/19/2016,
cole079,1,w1g5p4,melamu,7/19/2016,
cole080,1,w1g5p4,melamu,7/19/2016,
cole081,1,w1g5p4,melamu,7/19/2016,
cole095,1,w1g5p4,melamu,7/19/2016,
cole116,2,w1g5p4,melamu,7/19/2016,
cole001,66,w1g5p4,piptar,7/19/2016,
cole002,31,w1g5p4,piptar,7/19/2016,
cole009,7,w1g5p4,piptar,7/19/2016,
cole010,1,w1g5p4,piptar,7/19/2016,
cole017,34,w1g5p4,piptar,7/19/2016,
cole030,8,w1g5p4,piptar,7/19/2016,
cole052,1,w1g5p4,piptar,7/19/2016,
cole068,1,w1g5p4,piptar,7/19/2016,
cole081,5,w1g5p4,piptar,7/19/2016,
cole001,1,w1g5p5,ficucg,7/22/2016,
cole003,1,w1g5p5,ficucg,7/22/2016,
cole009,1,w1g5p5,ficucg,7/22/2016,
cole026,1,w1g5p5,ficucg,7/22/2016,
cole036,1,w1g5p5,ficucg,7/22/2016,
cole058,1,w1g5p5,ficucg,7/22/2016,
cole001,3,w1g5p5,ficuco,7/22/2016,
cole001,16,w1g5p5,macaqu,7/22/2016,
cole002,1,w1g5p5,macaqu,7/22/2016,
cole017,1,w1g5p5,macaqu,7/22/2016,
cole044,1,w1g5p5,macaqu,7/22/2016,
cole059,1,w1g5p5,macaqu,7/22/2016,
cole001,2,w1g5p5,macata,7/22/2016,
cole009,1,w1g5p5,macata,7/22/2016,
cole130,1,w1g5p5,melamu,7/19/2016,
cole001,183,w1g5p5,piptar,7/22/2016,
cole002,83,w1g5p5,piptar,7/22/2016,
cole003,13,w1g5p5,piptar,7/22/2016,
cole009,51,w1g5p5,piptar,7/22/2016,
cole017,5,w1g5p5,piptar,7/22/2016,
cole018,2,w1g5p5,piptar,7/22/2016,
cole030,2,w1g5p5,piptar,7/22/2016,
cole044,3,w1g5p5,piptar,7/22/2016,
cole060,2,w1g5p5,piptar,7/22/2016,
cole061,1,w1g5p5,piptar,7/22/2016,
cole062,1,w1g5p5,piptar,7/22/2016,
cole116,1,w1g5p5,piptar,7/19/2016,
cole001,6,w1g5p5,prems1,7/22/2016,
cole002,1,w1g5p5,prems1,7/22/2016,
cole002,2,w1g5p6,piptar,7/21/2016,
cole003,4,w1g5p6,piptar,7/21/2016,
cole009,1,w1g5p6,piptar,7/21/2016,
cole044,1,w1g5p6,piptar,7/21/2016,
cole059,1,w1g5p6,piptar,7/21/2016,
cole001,6,w1g5p6,tricpl,7/21/2016,
cole002,1,w1g5p6,tricpl,7/21/2016,
cole003,4,w1g5p6,tricpl,7/21/2016,
cole044,1,w1g5p6,tricpl,7/21/2016,
cole001,12,w1g6p1,piptar,7/15/2016,
cole002,10,w1g6p1,piptar,7/15/2016,
cole003,10,w1g6p1,piptar,7/15/2016,
cole009,6,w1g6p1,piptar,7/15/2016,
cole026,1,w1g6p1,piptar,7/15/2016,
cole030,1,w1g6p1,piptar,7/15/2016,
cole099,1,w1g6p1,piptar,7/15/2016,
cole116,1,w1g6p1,piptar,7/15/2016,
cole001,2,w1g6p1,tremor,7/15/2016,
cole002,2,w1g6p1,tremor,7/15/2016,
cole007,2,w1g6p1,tremor,7/15/2016,
cole098,1,w1g6p1,tremor,7/15/2016,
cole001,4,w1g6p2,breyce,7/13/2016,
cole002,1,w1g6p2,breyce,7/13/2016,
cole003,3,w1g6p2,breyce,7/13/2016,
cole004,1,w1g6p2,breyce,7/13/2016,
cole131,1,w1g6p2,homano,7/13/2016,
cole001,7,w1g6p2,macata,7/13/2016,
cole003,11,w1g6p2,macata,7/13/2016,
cole022,1,w1g6p2,macata,7/13/2016,
cole027,1,w1g6p2,macata,7/13/2016,
cole001,3,w1g6p2,melamu,7/13/2016,
cole002,1,w1g6p2,melamu,7/13/2016,
cole003,3,w1g6p2,melamu,7/13/2016,
cole007,1,w1g6p2,melamu,7/13/2016,
cole022,1,w1g6p2,melamu,7/13/2016,
cole026,1,w1g6p2,melamu,7/13/2016,
cole030,5,w1g6p2,melamu,7/13/2016,
cole068,1,w1g6p2,melamu,7/13/2016,
cole081,3,w1g6p2,melamu,7/13/2016,
cole101,1,w1g6p2,melamu,7/13/2016,
cole102,1,w1g6p2,melamu,7/13/2016,
cole113,1,w1g6p2,melamu,7/13/2016,
cole116,3,w1g6p2,melamu,7/13/2016,
cole001,21,w1g6p2,piptar,7/13/2016,
cole002,53,w1g6p2,piptar,7/13/2016,
cole003,47,w1g6p2,piptar,7/13/2016,
cole008,2,w1g6p2,piptar,7/13/2016,
cole009,21,w1g6p2,piptar,7/13/2016,
cole012,1,w1g6p2,piptar,7/13/2016,
cole018,1,w1g6p2,piptar,7/13/2016,
cole022,3,w1g6p2,piptar,7/13/2016,
cole026,1,w1g6p2,piptar,7/13/2016,
cole035,5,w1g6p2,piptar,7/13/2016,
cole104,1,w1g6p2,piptar,7/13/2016,
cole112,5,w1g6p2,piptar,7/13/2016,
cole113,1,w1g6p2,piptar,7/13/2016,
cole116,16,w1g6p2,piptar,7/13/2016,
cole118,3,w1g6p2,piptar,7/13/2016,
cole119,8,w1g6p2,piptar,7/13/2016,
cole122,1,w1g6p2,piptar,7/13/2016,
cole124,3,w1g6p2,piptar,7/13/2016,
cole130,2,w1g6p2,piptar,7/13/2016,
cole131,1,w1g6p2,piptar,7/13/2016,
cole132,2,w1g6p2,piptar,7/13/2016,
cole133,1,w1g6p2,piptar,7/13/2016,
cole134,1,w1g6p2,piptar,7/13/2016,
cole001,4,w1g6p2,premob,7/13/2016,
cole003,5,w1g6p2,premob,7/13/2016,
cole100,1,w1g6p2,premob,7/13/2016,
cole118,1,w1g6p2,premob,7/13/2016,
cole001,5,w1g6p2,tremor ,7/13/2016,
cole002,4,w1g6p2,tremor ,7/13/2016,
cole003,6,w1g6p2,tremor ,7/13/2016,
cole008,1,w1g6p2,tremor ,7/13/2016,
cole026,1,w1g6p2,tremor ,7/13/2016,
cole035,1,w1g6p2,tremor ,7/13/2016,
cole059,1,w1g6p2,tremor ,7/13/2016,
cole103,1,w1g6p2,tremor ,7/13/2016,
cole001,4,w1g6p2,tricpl,7/13/2016,
cole002,7,w1g6p2,tricpl,7/13/2016,
cole003,13,w1g6p2,tricpl,7/13/2016,
cole022,1,w1g6p2,tricpl,7/13/2016,
cole059,2,w1g6p2,tricpl,7/13/2016,
cole100,1,w1g6p2,tricpl,7/13/2016,
cole116,1,w1g6p2,tricpl,7/13/2016,
cole001,1,w1g6p3,breyce,7/14/2016,
cole002,1,w1g6p3,breyce,7/14/2016,
cole003,3,w1g6p3,breyce,7/14/2016,
cole035,1,w1g6p3,breyce,7/14/2016,
cole114,1,w1g6p3,breyce,7/14/2016,
cole116,2,w1g6p3,breyce,7/14/2016,
cole002,1,w1g6p3,macaal,7/14/2016,
cole129,1,w1g6p3,macaal,7/14/2016,
cole002,1,w1g6p3,macata,7/14/2016,
cole009,2,w1g6p3,macata,7/14/2016,
cole017,1,w1g6p3,macata,7/14/2016,
cole037,3,w1g6p3,macata,7/14/2016,
cole119,1,w1g6p3,macata,7/14/2016,
cole001,1,w1g6p3,melamu,7/14/2016,
cole002,1,w1g6p3,melamu,7/14/2016,
cole116,1,w1g6p3,melamu,7/14/2016,
cole001,128,w1g6p3,piptar,7/14/2016,
cole002,62,w1g6p3,piptar,7/14/2016,
cole003,20,w1g6p3,piptar,7/14/2016,
cole007,1,w1g6p3,piptar,7/14/2016,
cole009,53,w1g6p3,piptar,7/14/2016,
cole016,3,w1g6p3,piptar,7/14/2016,
cole017,5,w1g6p3,piptar,7/14/2016,
cole018,1,w1g6p3,piptar,7/14/2016,
